REPORT_DAT,SHIFT,OFFENSE,METHOD,addresses,lon,lat,geoaddress,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE,geoAddress
12/26/16 10:15,DAY,THEFT/OTHER,OTHERS,"1100 EUCLID STREET NW, WASHINGTON, DC",-77.0271953,38.9235117,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,16217623,397612,139543,12/25/16 20:00,12/26/16 9:20,"1100 euclid st nw, washington, dc 20009, usa"
9/10/16 3:47,MIDNIGHT,ROBBERY,GUN,"1100 EUCLID STREET NW, WASHINGTON, DC",-77.0271953,38.9235117,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,16153067,397612,139543,9/10/16 1:50,9/10/16 1:55,"1100 euclid st nw, washington, dc 20009, usa"
6/16/16 12:44,DAY,THEFT F/AUTO,OTHERS,"1100 EUCLID STREET NW, WASHINGTON, DC",-77.0271953,38.9235117,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,16098225,397612,139543,6/15/16 20:00,6/16/16 7:00,"1100 euclid st nw, washington, dc 20009, usa"
6/9/16 11:09,DAY,THEFT F/AUTO,OTHERS,"1100 EUCLID STREET NW, WASHINGTON, DC",-77.0271953,38.9235117,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,16093528,397612,139543,6/8/16 22:30,6/9/16 8:30,"1100 euclid st nw, washington, dc 20009, usa"
5/17/17 19:25,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NE, WASHINGTON, DC",-76.9912785,38.8976007,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17400806,400790,136609,5/13/17 19:00,5/14/17 10:15,"1100 f st ne, washington, dc 20002, usa"
5/17/17 19:05,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NE, WASHINGTON, DC",-76.9912785,38.8976007,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17400841,400790,136609,5/11/17 8:00,5/11/17 21:40,"1100 f st ne, washington, dc 20002, usa"
1/26/17 8:42,DAY,THEFT/OTHER,OTHERS,"1100 F STREET NE, WASHINGTON, DC",-76.9912785,38.8976007,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17400132,400790,136609,1/17/17 11:30,1/17/17 18:00,"1100 f st ne, washington, dc 20002, usa"
11/5/16 14:55,DAY,THEFT F/AUTO,OTHERS,"1100 F STREET NE, WASHINGTON, DC",-76.9912785,38.8976007,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16188852,400790,136609,11/4/16 21:00,11/5/16 6:00,"1100 f st ne, washington, dc 20002, usa"
5/30/17 19:55,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17091442,397609,136611,5/23/17 9:00,5/26/17 17:00,"1100 f st nw, washington, dc 20004, usa"
5/23/17 17:34,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17086684,397609,136611,5/23/17 16:20,5/23/17 16:25,"1100 f st nw, washington, dc 20004, usa"
2/19/17 11:36,DAY,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17028498,397609,136611,2/19/17 10:06,2/19/17 10:09,"1100 f st nw, washington, dc 20004, usa"
12/18/16 16:54,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16213502,397609,136611,12/18/16 15:57,12/18/16 16:53,"1100 f st nw, washington, dc 20004, usa"
11/11/16 18:10,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16192498,397609,136611,11/11/16 16:59,11/11/16 18:10,"1100 f st nw, washington, dc 20004, usa"
10/30/16 22:19,EVENING,MOTOR VEHICLE THEFT,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16185274,397609,136611,10/29/16 17:00,10/29/16 18:00,"1100 f st nw, washington, dc 20004, usa"
9/18/16 13:05,DAY,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16158352,397609,136611,9/18/16 7:59,9/18/16 8:05,"1100 f st nw, washington, dc 20004, usa"
9/8/16 17:30,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16151992,397609,136611,9/8/16 14:10,9/8/16 16:24,"1100 f st nw, washington, dc 20004, usa"
7/15/16 20:13,EVENING,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16117272,397609,136611,7/15/16 18:59,7/15/16 20:10,"1100 f st nw, washington, dc 20004, usa"
6/27/16 12:12,DAY,THEFT/OTHER,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16105434,397609,136611,6/27/16 10:02,6/27/16 10:09,"1100 f st nw, washington, dc 20004, usa"
6/5/16 20:35,EVENING,THEFT F/AUTO,OTHERS,"1100 F STREET NW, WASHINGTON, DC",-77.0271561,38.8973026,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16091175,397609,136611,6/5/16 17:00,6/5/16 18:35,"1100 f st nw, washington, dc 20004, usa"
2/13/17 13:59,DAY,THEFT F/AUTO,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17025056,397539,139653,2/13/17 10:00,2/13/17 13:15,"1100 fairmont st nw, washington, dc 20009, usa"
11/22/16 9:34,DAY,THEFT F/AUTO,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16198610,397539,139653,11/21/16 19:20,11/22/16 8:00,"1100 fairmont st nw, washington, dc 20009, usa"
10/20/16 8:45,DAY,THEFT F/AUTO,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16178311,397539,139653,10/19/16 17:30,10/20/16 8:20,"1100 fairmont st nw, washington, dc 20009, usa"
8/21/16 14:31,DAY,MOTOR VEHICLE THEFT,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16140433,397539,139653,8/15/16 13:44,8/21/16 14:31,"1100 fairmont st nw, washington, dc 20009, usa"
8/4/16 7:03,DAY,THEFT F/AUTO,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16129620,397539,139653,8/3/16 18:00,8/4/16 5:20,"1100 fairmont st nw, washington, dc 20009, usa"
7/14/16 21:38,EVENING,THEFT F/AUTO,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16116415,397539,139653,7/14/16 14:32,7/14/16 14:50,"1100 fairmont st nw, washington, dc 20009, usa"
6/22/16 16:23,EVENING,MOTOR VEHICLE THEFT,OTHERS,"1100 FAIRMONT STREET NW, WASHINGTON, DC",-77.027039,38.924765,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16102205,397539,139653,6/22/16 13:30,6/22/16 13:45,"1100 fairmont st nw, washington, dc 20009, usa"
3/23/17 23:48,MIDNIGHT,ROBBERY,GUN,"1100 FLORIDA AVENUE NE, WASHINGTON, DC",-76.9915744,38.9036919,NA,5,506,6,6A,,008410 1,8410,Precinct 82,17047644,400793,137241,3/23/17 20:10,3/23/17 20:20,"1100 florida ave ne, washington, dc 20002, usa"
11/18/16 18:24,EVENING,THEFT/OTHER,OTHERS,"1100 FLORIDA AVENUE NE, WASHINGTON, DC",-76.9915744,38.9036919,NA,5,506,6,6A,,008410 1,8410,Precinct 82,16196493,400793,137241,11/18/16 15:06,11/18/16 15:08,"1100 florida ave ne, washington, dc 20002, usa"
9/25/16 13:05,DAY,BURGLARY,OTHERS,"1100 FLORIDA AVENUE NE, WASHINGTON, DC",-76.9915744,38.9036919,NA,5,506,6,6A,,008410 1,8410,Precinct 82,16163019,400793,137241,9/25/16 9:36,9/25/16 12:25,"1100 florida ave ne, washington, dc 20002, usa"
7/30/16 16:05,EVENING,THEFT/OTHER,OTHERS,"1100 FLORIDA AVENUE NE, WASHINGTON, DC",-76.9915744,38.9036919,NA,5,506,6,6A,,008410 1,8410,Precinct 82,16126720,400793,137241,7/29/16 16:45,7/29/16 16:46,"1100 florida ave ne, washington, dc 20002, usa"
6/11/17 13:52,DAY,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17099240,397609,139207,6/10/17 23:00,6/11/17 11:30,"1100 florida ave nw, washington, dc 20009, usa"
2/28/17 10:20,DAY,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17033753,397609,139207,2/27/17 20:30,2/28/17 9:30,"1100 florida ave nw, washington, dc 20009, usa"
1/1/17 21:01,EVENING,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17000658,397609,139207,1/1/17 20:22,1/1/17 21:01,"1100 florida ave nw, washington, dc 20009, usa"
11/29/16 17:18,EVENING,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16202469,397609,139207,11/29/16 12:00,11/29/16 16:20,"1100 florida ave nw, washington, dc 20009, usa"
11/5/16 3:51,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16188615,397609,139207,11/5/16 2:43,11/5/16 3:39,"1100 florida ave nw, washington, dc 20009, usa"
8/19/16 19:54,EVENING,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16139332,397609,139207,8/19/16 17:00,8/19/16 19:30,"1100 florida ave nw, washington, dc 20009, usa"
8/7/16 4:35,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16131551,397609,139207,8/7/16 0:30,8/7/16 2:00,"1100 florida ave nw, washington, dc 20009, usa"
8/5/16 1:48,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16130249,397609,139207,8/4/16 21:00,8/5/16 1:48,"1100 florida ave nw, washington, dc 20009, usa"
6/26/16 4:36,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16104700,397609,139207,6/25/16 19:15,6/26/16 2:49,"1100 florida ave nw, washington, dc 20009, usa"
6/15/16 11:54,DAY,THEFT F/AUTO,OTHERS,"1100 FLORIDA AVENUE NW, WASHINGTON, DC",-77.02736,38.9204477,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16097505,397609,139207,6/15/16 11:08,6/15/16 11:54,"1100 florida ave nw, washington, dc 20009, usa"
6/1/17 9:03,DAY,THEFT F/AUTO,OTHERS,"1100 G STREET NE, WASHINGTON, DC",-76.9915149,38.8989071,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17092401,400790,136783,5/31/17 23:00,6/1/17 8:00,"1100 g st ne, washington, dc 20002, usa"
9/27/16 20:40,EVENING,BURGLARY,OTHERS,"1100 G STREET NE, WASHINGTON, DC",-76.9915149,38.8989071,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16164511,400790,136783,9/27/16 17:40,9/27/16 17:45,"1100 g st ne, washington, dc 20002, usa"
7/23/16 6:12,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,"1100 G STREET NE, WASHINGTON, DC",-76.9915149,38.8989071,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16122034,400790,136783,7/23/16 4:37,7/23/16 4:50,"1100 g st ne, washington, dc 20002, usa"
4/23/17 16:33,EVENING,THEFT/OTHER,OTHERS,"1100 G STREET NW, WASHINGTON, DC",-77.0272517,38.8981403,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17066799,397609,136718,4/23/17 15:25,4/23/17 16:33,"1100 g st nw, washington, dc 20005, usa"
11/9/16 2:27,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 G STREET NW, WASHINGTON, DC",-77.0272517,38.8981403,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16190960,397609,136718,11/8/16 23:13,11/8/16 23:30,"1100 g st nw, washington, dc 20005, usa"
7/19/16 22:20,EVENING,THEFT F/AUTO,OTHERS,"1100 G STREET NW, WASHINGTON, DC",-77.0272517,38.8981403,NA,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,16119829,397609,136718,7/19/16 18:30,7/19/16 21:00,"1100 g st nw, washington, dc 20005, usa"
5/13/17 16:19,EVENING,THEFT F/AUTO,OTHERS,"1100 G STREET SE, WASHINGTON, DC",-76.9950794,38.8841012,NA,1,106,6,6B,Cluster 26,007100 2,7100,Precinct 91,17080063,400790,134825,5/13/17 1:00,5/13/17 15:55,"1100 g st se, washington, dc 20003, usa"
12/24/16 14:22,DAY,BURGLARY,OTHERS,"1100 G STREET SE, WASHINGTON, DC",-76.9950794,38.8841012,NA,1,106,6,6B,Cluster 26,007100 2,7100,Precinct 91,16216876,400790,134825,12/23/16 15:30,12/24/16 10:00,"1100 g st se, washington, dc 20003, usa"
8/28/16 11:50,DAY,THEFT F/AUTO,OTHERS,"1100 G STREET SE, WASHINGTON, DC",-76.9950794,38.8841012,NA,1,106,6,6B,Cluster 26,007100 2,7100,Precinct 91,16144872,400790,134825,8/27/16 21:30,8/28/16 11:00,"1100 g st se, washington, dc 20003, usa"
4/2/17 14:00,DAY,THEFT F/AUTO,OTHERS,"1100 GALLOWAY STREET NE, WASHINGTON, DC",-76.991562,38.953623,NA,4,405,5,5A,Cluster 19,009508 3,9508,Precinct 66,17053518,400824,142853,4/2/17 13:31,4/2/17 14:00,"1100 galloway st ne, washington, dc 20011, usa"
8/21/16 22:16,EVENING,ROBBERY,GUN,"1100 GALLOWAY STREET NE, WASHINGTON, DC",-76.991562,38.953623,NA,4,405,5,5A,Cluster 19,009508 3,9508,Precinct 66,16140651,400824,142853,8/21/16 21:20,8/21/16 21:22,"1100 galloway st ne, washington, dc 20011, usa"
4/10/17 9:26,DAY,THEFT/OTHER,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17058362,397539,139763,3/31/17 15:30,4/10/17 9:00,"1100 girard st nw, washington, dc 20009, usa"
4/9/17 20:33,EVENING,THEFT/OTHER,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17058106,397539,139763,4/7/17 15:00,4/9/17 20:33,"1100 girard st nw, washington, dc 20009, usa"
2/28/17 5:55,MIDNIGHT,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17033583,397539,139763,2/27/17 18:30,2/27/17 22:30,"1100 girard st nw, washington, dc 20009, usa"
1/26/17 8:52,DAY,THEFT/OTHER,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17400137,397539,139763,1/13/17 9:00,1/13/17 18:00,"1100 girard st nw, washington, dc 20009, usa"
1/13/17 9:08,DAY,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17006933,397539,139763,1/12/17 22:00,1/13/17 8:30,"1100 girard st nw, washington, dc 20009, usa"
1/6/17 12:13,DAY,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,17003205,397539,139763,1/5/17 11:00,1/6/17 11:15,"1100 girard st nw, washington, dc 20009, usa"
10/18/16 20:32,EVENING,ROBBERY,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16177458,397539,139763,10/18/16 19:25,10/18/16 19:27,"1100 girard st nw, washington, dc 20009, usa"
7/30/16 11:55,DAY,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16126627,397539,139763,7/29/16 20:00,7/30/16 10:00,"1100 girard st nw, washington, dc 20009, usa"
7/23/16 14:16,DAY,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16122204,397539,139763,7/22/16 22:00,7/23/16 9:00,"1100 girard st nw, washington, dc 20009, usa"
6/19/16 21:18,EVENING,THEFT F/AUTO,OTHERS,"1100 GIRARD STREET NW, WASHINGTON, DC",-77.02704,38.925755,NA,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 36,16100496,397539,139763,6/13/16 20:00,6/19/16 19:30,"1100 girard st nw, washington, dc 20009, usa"
1/10/17 13:19,DAY,ROBBERY,OTHERS,"1100 GOOD HOPE ROAD SE, WASHINGTON, DC",-76.9900628,38.8688269,NA,7,701,8,8A,Cluster 28,007401 1,7401,Precinct 114,17005202,400901,133403,1/10/17 11:10,1/10/17 11:12,"1100 good hope rd se, washington, dc 20020, usa"
10/1/16 14:57,DAY,THEFT/OTHER,OTHERS,"1100 GOOD HOPE ROAD SE, WASHINGTON, DC",-76.9900628,38.8688269,NA,7,701,8,8A,Cluster 28,007401 1,7401,Precinct 114,16166809,400901,133403,9/26/16 18:00,10/1/16 14:57,"1100 good hope rd se, washington, dc 20020, usa"
5/30/17 9:03,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17090978,400790,136927,5/30/17 8:25,,"1100 h st ne, washington, dc 20002, usa"
5/25/17 18:43,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17088008,400790,136927,5/6/17 18:00,5/7/17 8:00,"1100 h st ne, washington, dc 20002, usa"
5/22/17 11:54,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17085860,400790,136927,5/22/17 10:51,5/22/17 11:10,"1100 h st ne, washington, dc 20002, usa"
5/7/17 16:03,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17076042,400790,136927,5/7/17 14:11,5/7/17 15:00,"1100 h st ne, washington, dc 20002, usa"
4/26/17 23:59,MIDNIGHT,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17068788,400790,136927,4/26/17 17:59,4/26/17 18:30,"1100 h st ne, washington, dc 20002, usa"
4/7/17 12:45,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17400588,400790,136927,4/6/17 21:30,4/6/17 22:30,"1100 h st ne, washington, dc 20002, usa"
3/17/17 7:07,DAY,BURGLARY,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17043332,400790,136927,3/17/17 5:24,3/17/17 7:07,"1100 h st ne, washington, dc 20002, usa"
3/3/17 20:01,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17035931,400790,136927,3/3/17 19:35,3/3/17 20:01,"1100 h st ne, washington, dc 20002, usa"
2/5/17 11:08,DAY,ROBBERY,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17020417,400790,136927,2/5/17 8:58,2/5/17 11:08,"1100 h st ne, washington, dc 20002, usa"
1/31/17 19:43,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17017800,400790,136927,1/31/17 18:31,1/31/17 19:43,"1100 h st ne, washington, dc 20002, usa"
1/29/17 18:28,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17016544,400790,136927,1/29/17 17:00,1/29/17 17:15,"1100 h st ne, washington, dc 20002, usa"
1/25/17 10:29,DAY,THEFT F/AUTO,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17013852,400790,136927,1/25/17 9:00,1/25/17 9:05,"1100 h st ne, washington, dc 20002, usa"
1/22/17 23:30,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,17012484,400790,136927,1/22/17 21:54,1/22/17 21:55,"1100 h st ne, washington, dc 20002, usa"
12/31/16 8:38,DAY,THEFT F/AUTO,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16219901,400790,136927,12/30/16 13:30,12/30/16 14:00,"1100 h st ne, washington, dc 20002, usa"
12/4/16 19:40,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16205481,400790,136927,12/4/16 15:42,12/4/16 17:35,"1100 h st ne, washington, dc 20002, usa"
12/4/16 16:45,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16205485,400790,136927,12/4/16 16:19,12/4/16 16:30,"1100 h st ne, washington, dc 20002, usa"
12/1/16 13:59,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16202430,400790,136927,11/27/16 17:30,11/30/16 13:40,"1100 h st ne, washington, dc 20002, usa"
10/31/16 18:01,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16185739,400790,136927,10/31/16 15:35,10/31/16 15:45,"1100 h st ne, washington, dc 20002, usa"
9/20/16 0:06,MIDNIGHT,ROBBERY,GUN,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16159404,400790,136927,9/19/16 22:54,9/19/16 23:05,"1100 h st ne, washington, dc 20002, usa"
9/15/16 13:25,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16156406,400790,136927,9/15/16 12:10,9/15/16 12:12,"1100 h st ne, washington, dc 20002, usa"
8/31/16 12:49,DAY,MOTOR VEHICLE THEFT,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16146779,400790,136927,8/26/16 19:00,8/26/16 19:20,"1100 h st ne, washington, dc 20002, usa"
8/21/16 3:59,MIDNIGHT,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16140246,400790,136927,8/21/16 3:29,8/21/16 3:35,"1100 h st ne, washington, dc 20002, usa"
8/3/16 15:51,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16129253,400790,136927,8/3/16 14:30,8/3/16 14:32,"1100 h st ne, washington, dc 20002, usa"
7/24/16 14:51,DAY,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16122775,400790,136927,7/23/16 18:00,7/24/16 10:45,"1100 h st ne, washington, dc 20002, usa"
7/13/16 16:09,EVENING,THEFT/OTHER,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16115824,400790,136927,7/13/16 14:56,,"1100 h st ne, washington, dc 20002, usa"
7/12/16 14:16,DAY,ROBBERY,OTHERS,"1100 H STREET NE, WASHINGTON, DC",-76.9913403,38.9004225,NA,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,16115066,400790,136927,7/12/16 11:14,7/12/16 11:15,"1100 h st ne, washington, dc 20002, usa"
